position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,distance,accuracy,gir,prox_fw,prox_rgh,scrambling,great_shots,poor_shots,sg_bs,year
T29,"Varner III, Harold",1,-2.0,1.212,-0.135,-0.783,0.511,-0.408,0.76,298.625,0.732145,0.5416700000000001,43.2113640625,51.33835,0.6857125714285714,3.5,3.5,-0.272,2023
T29,"Hughes, Mackenzie",1,-2.0,0.326,0.041,1.146,-0.709,0.478,0.76,288.75,0.6785725,0.5833325,34.07174262295082,78.71979999999999,0.5757584848484849,5.0,4.75,0.437,2023
33,"Fleetwood, Tommy",3,2.0,0.301,-0.205,-0.214,0.422,0.003,0.26,294.025,0.7857125,0.5833325,39.38085254237288,47.5562,0.615384359,3.0,3.25,0.208,2023
T34,"Smith, Cameron",4,3.0,0.847,0.031,-0.037,-0.787,-0.793,0.01,284.725,0.6250025,0.5,38.63620892857143,62.23253571428572,0.5526318421052632,3.5,4.5,-0.824,2023
T34,"Gooch, Talor",4,1.0,0.32,-0.342,0.4,-0.325,-0.266,0.01,288.125,0.7857125,0.625,38.57014193548388,84.36903333333332,0.6176497058823529,3.25,4.0,0.076,2023
T34,"Poston, J.T.",4,-2.0,0.001,0.122,0.63,-0.698,0.053,0.01,286.975,0.6964275,0.6250025,37.96642807017544,50.79739090909091,0.6060630303030303,2.0,3.25,-0.069,2023
T34,"Hatton, Tyrrell",4,4.0,-0.201,-0.165,0.406,0.013,0.254,0.01,294.5,0.7142875,0.625,39.74900350877193,94.152525,0.6176491176470589,2.75,3.25,0.419,2023
T34,"Johnson, Zach",4,1.0,-0.649,0.336,0.318,0.05,0.704,0.01,287.375,0.7857149999999999,0.694445,42.98499688,41.34985,0.5555544444444445,2.25,2.5,0.368,2023
T39,"Day, Jason",5,8.0,-0.056,0.309,0.018,-0.468,-0.141,-0.24,291.07586206896553,0.7142875,0.597225,41.27742950819672,78.58106000000001,0.606060303,4.0,4.75,-0.449,2023
T39,"Ancer, Abraham",5,4.0,0.593,-0.745,-0.129,0.086,-0.789,-0.24,282.575,0.80357,0.625,45.29849047619048,71.64983636363635,0.5517224137931035,3.5,5.25,-0.043,2023
T39,"Scott, Adam",5,2.0,0.227,0.635,-1.559,0.5,-0.423,-0.24,304.05,0.75,0.63889,39.98943692307693,74.24304285714285,0.5862048275862068,2.75,5.5,-1.058,2023
T39,"Moore, Taylor",5,6.0,0.011,-0.398,-0.008,0.2,-0.206,-0.24,301.825,0.6607125,0.5972225,37.390330909090906,85.09950769,0.5675686486486486,4.0,4.75,0.192,2023
T43,"Homa, Max",6,6.0,-0.146,-0.211,0.861,-0.949,-0.299,-0.49,285.725,0.67857,0.569445,33.114255769230766,68.57875384615384,0.4999975,3.0,6.0,-0.088,2023
T43,"English, Harris",6,3.0,0.554,0.499,-1.287,-0.213,-1.0,-0.49,283.45,0.78571,0.5972225,48.2715253968254,32.9031125,0.696970606,1.5,4.75,-1.499,2023
T43,"Pereira, Mito",6,1.0,-1.322,-0.995,1.288,0.584,0.876,-0.49,302.175,0.71429,0.694445,35.920745454545454,53.037641666666666,0.406247188,3.25,5.25,1.871,2023
T46,"Power, Seamus",7,5.0,1.123,-1.45,0.332,-0.7,-1.819,-0.74,292.47719298245613,0.6964275,0.52778,38.26132542372881,61.3789,0.4390226829268293,4.5,5.75,-0.368,2023
T46,"Straka, Sepp",7,6.0,0.429,-0.147,-1.704,0.726,-1.125,-0.74,296.54999999999995,0.7321425,0.5277775,43.48765,103.47268461538462,0.604649535,3.25,5.0,-0.978,2023
T48,"Johnson, Dustin",8,3.0,-1.196,-0.648,0.512,0.386,0.25,-0.99,300.3070175438596,0.73214,0.66667,33.26908421052632,83.1071,0.4285734285714285,2.75,4.75,0.898,2023
T48,"Pieters, Thomas",8,5.0,-1.904,-0.005,0.605,0.358,0.958,-0.99,295.275,0.7321425,0.5555575,35.21915172413793,70.21495,0.5000019444444445,4.0,6.25,0.963,2023
T50,"Schwartzel, Charl",9,5.0,-0.153,-0.299,0.263,-1.006,-1.042,-1.24,286.25,0.5535725,0.5972225,33.84594821428571,83.89312142857142,0.5882376470588235,2.75,3.5,-0.744,2023
T50,"Couples, Fred",9,4.0,-0.129,0.504,-0.536,-1.035,-1.067,-1.24,273.2,0.7321425,0.5416650000000001,45.74350156,84.62191,0.4999975,2.25,3.25,-1.571,2023
52,"Horschel, Billy",12,7.0,0.631,-0.966,-0.946,-0.665,-2.577,-1.99,287.825,0.6607149999999999,0.5833325,39.307237931034486,106.83583333333334,0.5428582857142856,3.75,6.5,-1.611,2023
53,"Mitchell, Keith",14,7.0,-0.364,-0.627,-1.317,-0.138,-2.082,-2.49,301.2333333333333,0.6607149999999999,0.6250025,43.65289180327869,76.05516153846155,0.4242421212121212,3.25,5.0,-1.454,2023
1,"Scheffler, Scottie",-11,-4.0,0.455,1.966,0.779,1.372,4.117,4.572,313.325,0.7857125,0.63889,38.8399596491228,50.37893,0.6578963157894737,4.75,3.25,2.151,2024
2,"Aberg, Ludvig",-7,-3.0,1.998,-0.575,0.876,1.273,1.574,3.572,316.525,0.7857125,0.61111,36.02533442622951,114.07691666666666,0.6666666666666667,5.25,3.5,2.149,2024
T3,"Fleetwood, Tommy",-4,-3.0,0.579,0.724,0.992,0.528,2.243,2.822,298.925,0.8392825,0.63889,43.82917813,95.642,0.656250938,2.75,2.25,1.52,2024
T3,"Homa, Max",-4,1.0,0.705,0.515,1.07,0.533,2.118,2.822,302.45,0.80357,0.7083325,38.58820333333333,40.796325,0.5769215384615385,2.75,2.25,1.603,2024
T3,"Morikawa, Collin",-4,2.0,0.847,0.152,1.346,0.478,1.975,2.822,299.6,0.82143,0.694445,35.18652,77.136275,0.64706,4.0,3.25,1.824,2024
T6,"Smith, Cameron",-2,-1.0,1.062,1.514,-0.092,-0.163,1.26,2.322,297.275,0.69643,0.5972225,42.23845344827586,68.37861666666666,0.7941170588235295,2.75,3.0,-0.254,2024
T6,"DeChambeau, Bryson",-2,1.0,0.408,-0.282,0.498,1.699,1.914,2.322,320.825,0.75,0.61111,40.45474642857143,68.5848,0.5384625641025641,5.75,2.75,2.197,2024
8,"Schauffele, Xander",-1,1.0,0.408,0.272,1.228,0.165,1.665,2.072,307.375,0.64286,0.625,36.564941818181815,62.5002,0.6756745945945947,3.0,2.5,1.393,2024
T9,"Hatton, Tyrrell",0,-3.0,0.118,1.116,0.4,0.189,1.705,1.822,306.275,0.69643,0.5416650000000001,45.46614032258065,88.97793333333334,0.756755946,5.5,4.5,0.589,2024
T9,"Zalatoris, Will",0,-3.0,-0.461,0.463,1.272,0.548,2.282,1.822,302.27500000000003,0.75,0.597225,38.63150701754385,55.79756666666667,0.4857154285714286,3.75,4.5,1.82,2024
T9,"Young, Cameron",0,1.0,0.75,-0.706,0.572,1.206,1.072,1.822,311.0,0.7500025,0.680555,42.85858644067797,45.64732222222222,0.4722233333333333,4.75,4.25,1.778,2024
T12,"Schenk, Adam",1,1.0,0.513,0.276,0.406,0.377,1.059,1.572,303.9,0.6964275,0.6666675,42.91761694915255,67.44968333333333,0.6428592857142856,3.0,3.0,0.783,2024
T12,"Reed, Patrick",1,0.0,0.949,1.181,0.021,-0.579,0.624,1.572,297.275,0.6964325,0.47222,43.88467543859649,76.74564545454545,0.7446778723404256,3.75,4.75,-0.557,2024
T12,"Davis, Cam",1,3.0,0.759,-0.23,0.9,0.145,0.813,1.572,295.275,0.80357,0.583335,38.94289464285714,74.1912,0.6578942105263157,3.25,4.0,1.044,2024
T12,"Pavon, Matthieu",1,0.0,0.257,0.681,-0.402,1.036,1.316,1.572,309.525,0.80357,0.6388875,38.19899516129032,89.0467,0.6666684848484848,2.75,3.0,0.635,2024
T16,"Kirk, Chris",2,1.0,0.969,-0.152,0.645,-0.139,0.354,1.322,306.775,0.732145,0.625,34.13180313,59.86413333333333,0.599999,3.75,4.75,0.506,2024
T16,"An, Byeong Hun",2,3.0,-0.966,0.962,0.453,0.873,2.288,1.322,316.75,0.6785725,0.6111125,40.39881818181818,61.647891666666666,0.5526326315789474,5.5,6.0,1.326,2024
T16,"Straka, Sepp",2,0.0,-0.475,0.075,0.935,0.787,1.797,1.322,301.325,0.80357,0.6666675,39.062266666666666,82.49080000000001,0.5714271428571428,2.0,3.5,1.722,2024
T16,"Hojgaard, Nicolai",2,4.0,0.509,0.987,-0.41,0.235,0.813,1.322,314.4,0.6607149999999999,0.541665,36.89830892857143,65.15722727272728,0.6571434285714286,4.25,4.5,-0.174,2024
T20,"Glover, Lucas",3,3.0,0.752,-0.521,0.669,0.172,0.321,1.072,294.125,0.8214275,0.5833325,39.34246349206349,71.3497875,0.6060615151515152,3.75,4.5,0.841,2024
T20,"Moore, Taylor",3,-2.0,-0.042,0.67,0.093,0.352,1.114,1.072,308.175,0.69643,0.625,50.04386481481481,42.37828,0.5384625641025641,2.0,3.25,0.445,2024
T22,"McIlroy, Rory",4,1.0,0.153,-0.394,0.091,0.972,0.67,0.822,316.05,0.6428575,0.5138900000000001,37.65094035087719,79.65575714285714,0.6428571428571429,4.0,3.75,1.063,2024
T22,"English, Harris",4,-1.0,0.119,0.782,-0.212,0.133,0.703,0.822,296.475,0.7857125,0.569445,45.48232,59.91981428571428,0.6097587804878049,2.75,4.75,-0.079,2024
T22,"Niemann, Joaquin",4,1.0,-0.322,0.044,0.694,0.406,1.144,0.822,311.025,0.69643,0.63889,37.81073333333333,37.7930375,0.533335,4.75,5.75,1.1,2024
T22,"Fitzpatrick, Matt",4,3.0,1.622,-0.514,-0.646,0.36,-0.8,0.822,304.29999999999995,0.75,0.583335,42.90844745762712,91.48562,0.6315778947368421,3.5,4.25,-0.286,2024
T22,"Cantlay, Patrick",4,4.0,-0.679,0.37,0.978,0.155,1.502,0.822,310.925,0.75,0.597225,34.83323484848485,52.04657142857143,0.6451606451612903,2.5,3.75,1.132,2024
T22,"Bradley, Keegan",4,-3.0,0.527,-0.542,1.184,-0.347,0.295,0.822,304.25,0.6250025,0.63889,30.71649491525424,55.51979090909091,0.3928546428571429,3.75,4.75,0.837,2024
T22,"Scott, Adam",4,0.0,0.152,0.255,0.984,-0.569,0.67,0.822,303.875,0.6250025,0.597225,36.15318275862069,85.17589,0.5714271428571429,3.75,5.25,0.415,2024
T22,"Lee, Min Woo",4,-3.0,0.0,-0.63,0.135,1.317,0.822,0.822,316.075,0.7857125,0.625,41.65067857142857,46.192275,0.4523792857142857,4.0,2.75,1.452,2024
T30,"Day, Jason",5,-3.0,0.283,1.004,-0.185,-0.531,0.289,0.572,302.5,0.6250025,0.5833325,39.08629803921568,56.71969230769231,0.6578915789473685,3.25,3.75,-0.716,2024
T30,"Kim, Si Woo",5,-2.0,0.077,0.162,-0.574,0.907,0.495,0.572,299.175,0.8749975,0.5833325,40.95324561403508,80.28779999999999,0.6666674358974358,2.75,4.5,0.333,2024
T30,"Poston, J.T.",5,-2.0,-0.006,0.304,-0.11,0.384,0.579,0.572,299.725,0.7857149999999999,0.583335,47.547083050847455,64.72711818181818,0.54054,4.0,4.75,0.275,2024
T30,"Fowler, Rickie",5,0.0,0.188,0.718,0.69,-1.023,0.385,0.572,292.05,0.6607175,0.597225,38.193714285714286,56.03366153846154,0.5483870967741935,3.0,3.25,-0.333,2024
T30,"Kim, Tom",5,-6.0,-0.556,-0.123,1.43,-0.178,1.129,0.572,294.48421052631574,0.7857149999999999,0.6249975000000001,36.99621428571428,83.32787777777777,0.5405410810810811,4.0,6.75,1.252,2024
T35,"Villegas, Camilo",6,-3.0,0.81,0.831,0.241,-1.56,-0.488,0.322,290.75,0.6428575,0.5833349999999999,33.396453448275864,55.69749,0.624999688,4.25,5.75,-1.32,2024
T35,"Bhatia, Akshay",6,1.0,0.19,1.072,-1.205,0.265,0.132,0.322,301.6,0.6964325,0.5277775,41.56217931034483,54.80161,0.65000175,2.5,3.5,-0.94,2024
T35,"Kitayama, Kurt",6,-4.0,-0.158,0.036,-0.147,0.591,0.481,0.322,305.6210526315789,0.8214275,0.583335,38.08511864,75.03365,0.5116262790697674,3.25,5.75,0.444,2024
T38,"Conners, Corey",7,1.0,0.318,-0.513,0.591,-0.324,-0.246,0.072,301.05,0.7142850000000001,0.61111,36.53262542372882,49.237581818181816,0.531249375,2.75,4.5,0.267,2024
T38,"Henley, Russell",7,-1.0,0.097,0.241,-0.158,-0.109,-0.025,0.072,293.0,0.7857125,0.5972225,45.07598032786885,67.36221666666667,0.4705882352941176,2.5,5.25,-0.266,2024
T38,"List, Luke",7,2.0,-0.03,0.769,0.203,-0.869,0.102,0.072,307.7,0.6071425,0.5833375000000001,40.55685818181818,62.45019285714285,0.5151533333333334,4.0,6.75,-0.666,2024
T38,"Matsuyama, Hideki",7,2.0,0.136,0.26,-0.471,0.146,-0.064,0.072,308.825,0.625,0.5416650000000001,38.81317407407407,57.02648461538462,0.57499875,2.5,4.75,-0.324,2024
T38,"Fox, Ryan",7,3.0,-0.403,0.765,-0.766,0.478,0.475,0.072,312.325,0.6607175,0.5416650000000001,43.91311132075472,58.04574,0.5641038461538461,3.5,6.25,-0.289,2024
T43,"Mickelson, Phil",8,2.0,0.57,-0.557,0.435,-0.625,-0.747,-0.178,296.3,0.6428575,0.5972225,45.76662181818182,53.69773333333333,0.4848490909090909,2.5,4.5,-0.19,2024
T43,"Lowry, Shane",8,2.0,-1.945,-0.005,1.611,0.16,1.766,-0.178,301.20000000000005,0.7678575,0.6111125,34.67021578947369,46.9120625,0.515150606,2.5,5.75,1.771,2024
T45,"Koepka, Brooks",9,3.0,0.783,-1.095,-0.356,0.24,-1.211,-0.428,309.8,0.6428575,0.5,37.094432727272725,53.61276,0.5365841463414633,4.0,5.25,-0.116,2024
T45,"Rahm, Jon",9,4.0,-1.047,0.084,0.484,0.051,0.619,-0.428,308.0,0.69643,0.7083349999999999,43.88404242424242,35.27413333333333,0.576925,3.0,5.5,0.534,2024
T45,"Willett, Danny",9,6.0,-0.04,-0.682,0.702,-0.407,-0.388,-0.428,294.275,0.6250025,0.5833349999999999,37.15216,64.22516923076924,0.44999875,3.5,5.0,0.295,2024
T45,"McCarthy, Denny",9,-2.0,1.186,-0.745,-0.077,-0.793,-1.614,-0.428,293.1877192982456,0.6785725,0.5694425,42.89493928571429,69.61963333333333,0.5405394594594595,3.25,3.0,-0.87,2024
T45,"Theegala, Sahith",9,3.0,0.034,-0.683,-0.275,0.495,-0.462,-0.428,305.275,0.7142875,0.555555,40.27234905660377,52.293283333333335,0.5652184782608696,3.0,4.75,0.221,2024
T45,"Olazabal, Jose Maria",9,0.0,0.471,0.62,-0.04,-1.479,-0.898,-0.428,266.32500000000005,0.7857149999999999,0.52778,40.17008644067796,110.19425,0.5999988571428571,2.75,4.25,-1.519,2024
51,"Murray, Grayson",10,-2.0,-1.093,0.238,0.234,-0.057,0.415,-0.678,302.475,0.6964275,0.5694425000000001,39.372175438596486,45.28811818181818,0.5000031578947368,4.25,6.25,0.177,2024
52,"Cole, Eric",11,1.0,-0.383,0.235,-0.421,-0.359,-0.545,-0.928,303.075,0.6607149999999999,0.51389,42.26598214285714,64.888425,0.5384612820512821,3.25,6.0,-0.78,2024
T53,"Hadwin, Adam",12,-2.0,0.676,0.21,-1.524,-0.54,-1.854,-1.178,296.85,0.625,0.4722225,41.21418461538462,80.23895625,0.5652184782608696,3.0,4.75,-2.064,2024
T53,"Shipley, Neal",12,1.0,0.03,-0.171,-0.079,-0.959,-1.208,-1.178,301.25,0.6607175,0.5277775,40.86732,91.7186375,0.59999975,4.75,8.0,-1.038,2024
T55,"Finau, Tony",13,8.0,-1.489,-1.273,-0.023,1.358,0.061,-1.428,312.25,0.7142875,0.625,40.02951724137931,68.43788181818182,0.4324321621621622,4.0,4.75,1.334,2024
T55,"Van Rooyen, Erik",13,4.0,0.054,-0.179,-0.378,-0.925,-1.482,-1.428,304.325,0.6428575,0.5833349999999999,43.71689844,82.8854,0.4666669999999999,1.75,5.25,-1.303,2024
T55,"Knapp, Jake",13,1.0,-0.846,-0.738,0.351,-0.195,-0.581,-1.428,300.975,0.6785725,0.5833325,41.45351525423729,81.58894000000001,0.4500015,2.5,4.0,0.156,2024
T58,"Singh, Vijay",14,0.0,-0.511,-0.013,-0.484,-0.67,-1.167,-1.678,288.575,0.7321425,0.6111125000000001,37.708756923076926,58.7571375,0.4444437037037037,3.5,4.25,-1.154,2024
T58,"Olesen, Thorbjorn",14,3.0,0.672,-1.36,-0.83,-0.16,-2.349,-1.678,297.2,0.7142850000000001,0.5416675,41.05706140350877,93.83399166666666,0.5227277272727273,4.0,6.25,-0.99,2024
60,"Woods, Tiger",16,5.0,-0.973,0.358,-0.688,-0.875,-1.205,-2.178,296.67017543859646,0.6607125,0.4305525,41.15684464285714,66.55138888888888,0.4680846808510638,1.75,4.25,-1.563,2024
1,"McIlroy, Rory",-11,1.0,-0.312,0.767,2.307,0.668,3.741,3.429,317.925,0.6250025,0.65278,33.29791578947368,42.54425,0.7931048275862069,6.5,4.5,2.974,2025
2,"Rose, Justin",-11,-6.0,1.075,0.351,1.763,0.24,2.354,3.429,295.625,0.7678575,0.76389,39.94991403508772,100.70193636363636,0.608695652,5.5,3.0,2.003,2025
3,"Reed, Patrick",-9,-3.0,0.394,0.931,0.992,0.612,2.534,2.929,297.975,0.8392825,0.6666675,40.31534098360655,78.89026249999999,0.687502188,2.75,2.5,1.603,2025
4,"Scheffler, Scottie",-8,-3.0,1.042,1.121,0.628,-0.113,1.636,2.679,304.85,0.71429,0.625,38.66827142857143,42.42063333333333,0.6470605882352942,4.5,3.0,0.515,2025
T5,"DeChambeau, Bryson",-7,3.0,0.598,1.627,-0.892,1.097,1.832,2.429,310.625,0.78571,0.5972225,43.58670317460317,84.93315555555556,0.6842107894736842,7.0,3.75,0.205,2025
T5,"Im, Sungjae",-7,-3.0,0.679,1.462,-0.06,0.347,1.749,2.429,298.05,0.80357,0.6388900000000001,36.90407166666667,64.76154285714286,0.65625125,4.5,4.0,0.287,2025
7,"Aberg, Ludvig",-6,0.0,0.895,0.545,0.081,0.657,1.284,2.179,312.45,0.7321425,0.6388875,30.81918103448276,91.3402,0.59375,3.25,3.5,0.739,2025
T8,"Day, Jason",-5,0.0,0.518,1.542,0.26,-0.391,1.411,1.929,292.9,0.7142875,0.625,42.98732903225806,89.75618888888889,0.8000003333333333,3.25,1.75,-0.131,2025
T8,"Conners, Corey",-5,3.0,0.152,0.099,1.343,0.335,1.777,1.929,293.55,0.8392850000000001,0.76389,44.974208196721314,36.47701666666667,0.73913,3.5,2.5,1.678,2025
T8,"Schauffele, Xander",-5,-1.0,0.206,0.135,0.839,0.749,1.723,1.929,309.25,0.7499975,0.75,31.2010234375,94.4433714285714,0.652174348,3.5,3.5,1.588,2025
T8,"Johnson, Zach",-5,-1.0,1.085,0.582,0.325,-0.063,0.844,1.929,284.775,0.892855,0.625,43.52222615384616,26.88436,0.5666653333333334,5.0,4.25,0.262,2025
T12,"Homa, Max",-4,-1.0,1.329,-0.243,0.994,-0.401,0.35,1.679,305.975,0.607145,0.597225,34.305033333333334,62.82725,0.6571431428571428,5.5,5.5,0.593,2025
T12,"English, Harris",-4,-4.0,0.708,0.29,1.278,-0.596,0.972,1.679,299.075,0.69643,0.708335,37.216,76.48335714285713,0.5217386956521739,4.0,4.0,0.682,2025
T14,"Watson, Bubba",-3,-4.0,2.325,-0.425,-0.57,0.098,-0.896,1.429,300.54999999999995,0.6964325,0.5694425,42.56627407407407,65.46516428571428,0.6666644444444445,4.5,3.75,-0.472,2025
T14,"Rahm, Jon",-3,-3.0,0.807,0.575,-0.374,0.421,0.622,1.429,305.925,0.7142850000000001,0.63889,40.01195438596491,67.17315555555555,0.696970606,2.75,3.25,0.047,2025
T14,"Hoge, Tom",-3,-1.0,0.696,-1.004,1.729,0.008,0.733,1.429,295.325,0.7857149999999999,0.569445,34.205145,56.157242857142855,0.6052623684210526,4.5,4.25,1.737,2025
T14,"Morikawa, Collin",-3,0.0,-0.18,-0.302,1.35,0.561,1.608,1.429,297.425,0.80357,0.6527775,33.84809107142857,64.8398,0.4857134285714286,2.5,3.5,1.91,2025
T14,"Spieth, Jordan",-3,-2.0,1.351,0.515,-1.328,0.891,0.078,1.429,303.725,0.7857125,0.6250025,40.22020327868853,107.839225,0.6756737837837838,3.0,3.5,-0.436,2025
T14,"Hatton, Tyrrell",-3,-1.0,-0.777,0.538,0.524,1.144,2.206,1.429,305.775,0.8749975,0.7083325,40.19788787878788,44.12106666666666,0.6206875862068966,2.5,3.5,1.668,2025
T14,"McCarty, Matt",-3,-1.0,0.677,0.201,0.758,-0.208,0.751,1.429,298.65,0.732145,0.6527775,35.86144068,86.75274,0.6774203225806452,4.0,4.5,0.55,2025
T21,"Fleetwood, Tommy",-2,-3.0,-1.214,1.519,0.198,0.675,2.393,1.179,297.225,0.8749975,0.6111125,39.019323437500006,60.88556,0.6176455882352941,3.0,3.25,0.874,2025
T21,"Berger, Daniel",-2,-3.0,0.067,-0.135,0.903,0.344,1.112,1.179,296.675,0.8392850000000001,0.7222225,39.37391,86.7647,0.5517262068965517,3.75,3.0,1.246,2025
T21,"An, Byeong Hun",-2,-1.0,-0.277,0.815,0.234,0.407,1.456,1.179,310.55,0.6964275,0.63889,34.37144310344828,79.34733846153847,0.7096783870967742,3.25,5.0,0.641,2025
T21,"Matsuyama, Hideki",-2,-6.0,-1.015,0.303,1.902,-0.011,2.195,1.179,301.575,0.7321425,0.805555,31.54645833333333,51.5938,0.5555583333333334,3.0,5.25,1.892,2025
T21,"Hovland, Viktor",-2,1.0,0.665,-0.043,0.992,-0.435,0.514,1.179,302.85,0.732145,0.63889,35.04695090909091,54.75613,0.6060593939393939,4.25,4.75,0.557,2025
T21,"Riley, Davis",-2,-3.0,0.347,-0.169,1.497,-0.496,0.832,1.179,303.9,0.7142850000000001,0.65278,39.780085964912274,38.7987375,0.5806448387096774,3.25,4.75,1.001,2025
T27,"Kim, Michael",-1,-1.0,0.809,-0.029,0.387,-0.239,0.119,0.929,299.275,0.6071425,0.5972225,42.03842181818182,63.94836875,0.7352961764705883,2.5,2.5,0.148,2025
T27,"Rai, Aaron",-1,-2.0,-0.058,0.575,0.202,0.208,0.986,0.929,286.05,0.9107125,0.694445,34.877238709677414,82.071325,0.5185192592592592,3.5,2.5,0.411,2025
T29,"Niemann, Joaquin",0,0.0,-0.645,0.226,0.599,0.499,1.324,0.679,313.4,0.7142875,0.75,33.79526551724138,32.24273,0.6799976000000001,3.25,3.5,1.099,2025
T29,"McCarthy, Denny",0,-1.0,0.717,-0.06,-0.013,0.036,-0.038,0.679,295.0,0.8035675,0.5972225,44.54174848484848,64.47214,0.7058805882352941,2.5,2.75,0.022,2025
T29,"Theegala, Sahith",0,-1.0,0.361,-0.845,1.125,0.037,0.317,0.679,301.575,0.69643,0.6388875,37.94774716981132,58.320625,0.4722227777777777,4.25,3.75,1.162,2025
T32,"Campbell, Brian",1,-4.0,0.679,-0.801,1.308,-0.758,-0.249,0.429,280.7,0.85714,0.6388900000000001,33.201555,82.18091666666666,0.5714291428571429,3.5,3.0,0.551,2025
T32,"McNealy, Maverick",1,1.0,-0.96,0.915,-0.071,0.544,1.389,0.429,308.525,0.6964325,0.6527775,42.24436440677966,103.2839818181818,0.5454554545454545,4.0,5.0,0.473,2025
T32,"Greyserman, Max",1,2.0,1.198,0.109,-0.728,-0.15,-0.769,0.429,305.025,0.7142875,0.6250025,44.74527692307692,114.88237,0.6666656666666667,3.75,3.75,-0.878,2025
T32,"Hojgaard, Rasmus",1,2.0,0.29,-0.322,-0.093,0.555,0.139,0.429,316.175,0.6785725,0.63889,41.10437017543859,95.10005833333334,0.589744359,3.75,4.75,0.462,2025
T36,"Thomas, Justin",2,-2.0,0.276,0.867,-0.278,-0.686,-0.098,0.179,295.3,0.6607149999999999,0.625,36.2998,81.77262,0.5806451612903225,3.5,5.5,-0.964,2025
T36,"Harman, Brian",2,-1.0,0.793,-0.038,-0.117,-0.459,-0.614,0.179,291.275,0.80357,0.6666675,38.3336,99.545125,0.5833325,3.25,3.5,-0.576,2025
T36,"Schwartzel, Charl",2,0.0,0.1,-0.054,0.121,0.012,0.08,0.179,295.0,0.767855,0.6666675,39.598014285714285,44.015655555555554,0.500001875,2.5,2.5,0.133,2025
T36,"Cantlay, Patrick",2,-1.0,0.578,-1.486,0.247,0.839,-0.399,0.179,310.4,0.7321425,0.66667,40.43091896551724,60.64726666666667,0.6060630303030303,2.5,4.25,1.087,2025
T40,"Taylor, Nick",3,1.0,0.087,0.457,-0.687,0.071,-0.159,-0.071,292.625,0.767855,0.625,39.28621666666666,104.12095,0.6176464705882353,2.5,3.5,-0.616,2025
T40,"Fitzpatrick, Matt",3,1.0,0.0,0.422,-0.679,0.186,-0.071,-0.071,304.05,0.6964275,0.5833325,37.05076666666667,80.65125833333333,0.6285705714285714,3.5,4.0,-0.492,2025
T42,"Willett, Danny",4,1.0,1.464,-0.661,-0.577,-0.547,-1.785,-0.321,290.375,0.7857125,0.5833325,45.75720483870968,75.12007142857144,0.621622973,3.25,4.25,-1.124,2025
T42,"Poston, J.T.",4,1.0,-0.064,-0.274,-0.009,0.025,-0.257,-0.321,289.65,0.8392825,0.625,49.65009365079365,39.81229999999999,0.6285711428571429,2.5,4.5,0.016,2025
T42,"Lowry, Shane",4,9.0,-0.079,0.057,0.203,-0.502,-0.242,-0.321,294.775,0.69643,0.555555,39.05392923076924,43.0465375,0.531250625,3.0,4.75,-0.299,2025
T42,"Bhatia, Akshay",4,-1.0,0.452,0.147,-0.464,-0.455,-0.773,-0.321,300.225,0.6428575,0.5833325,39.57546111111111,80.80199285714285,0.5526302631578948,3.5,6.0,-0.919,2025
T46,"Burns, Sam",5,3.0,0.096,-0.117,-0.875,0.326,-0.666,-0.571,308.175,0.7500025,0.597225,40.95582307692308,31.997840000000004,0.5428585714285714,3.0,6.75,-0.549,2025
T46,"Clark, Wyndham",5,2.0,-0.327,0.124,-0.664,0.295,-0.244,-0.571,304.1,0.7321425,0.583335,37.41668333333333,67.72596666666666,0.6857125714285714,3.25,5.25,-0.369,2025
T46,"Thompson, Davis",5,7.0,-1.669,0.025,1.423,-0.35,1.098,-0.571,299.75,0.6785725,0.6666675,35.43147288135593,57.5605,0.5357135714285715,3.0,6.25,1.073,2025
49,"Lee, Min Woo",6,2.0,-0.996,0.704,-0.39,-0.139,0.174,-0.821,315.075,0.6428575,0.6527775,44.52006964285714,60.46484615384615,0.5151515151515151,3.25,5.0,-0.529,2025
50,"Spaun, J.J.",7,3.0,0.197,-1.275,-0.617,0.624,-1.267,-1.071,298.075,0.8392850000000001,0.6666675,39.88251186440678,60.81857142857143,0.4285705714285714,2.25,4.0,0.007,2025
51,"Echavarria, Nico",8,12.0,-0.58,0.146,-0.347,-0.541,-0.742,-1.321,289.2,0.7142875,0.5972225,39.64316909090909,68.63548461538463,0.5789484210526316,3.0,4.5,-0.888,2025
T52,"Jaeger, Stephan",9,6.0,-0.54,-0.11,0.374,-1.296,-1.031,-1.571,302.075,0.57143,0.6527775,40.78934528301887,78.14633571428571,0.548388065,3.0,4.25,-0.921,2025
T52,"Kim, Tom",9,7.0,0.292,-0.169,-1.058,-0.636,-1.863,-1.571,295.025,0.75,0.5,49.51926935483871,61.34914285714286,0.6428557142857143,2.0,5.5,-1.694,2025
