position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,distance,accuracy,gir,prox_fw,prox_rgh,scrambling,great_shots,poor_shots,sg_bs
1,"Morikawa, Collin",-13,-6,2.019,0.147,0.912,0.701,1.76,3.779,289.425,0.69643,0.7083349999999999,29.122856603773585,44.040675,0.8000023333333333,3.5,1.25,1.613
T2,"Johnson, Dustin",-11,-2,1.704,0.34,0.865,0.37,1.575,3.279,303.075,0.44643,0.6388900000000001,28.898395238095237,42.76306956521739,0.7058835294117647,5,2,1.235
T2,"Casey, Paul",-11,-4,0.226,0.521,1.806,0.726,3.053,3.279,299.5,0.5892875,0.7638875,27.112698039215687,45.754738461538466,0.68,4,2,2.532
T4,"Day, Jason",-10,-4,0.638,0.277,1.965,0.149,2.391,3.029,293.7,0.4464275,0.7638875,28.40287021276596,41.549136842105256,0.6818186363636363,2,1.5,2.114
T4,"DeChambeau, Bryson",-10,-4,1.196,-0.328,0.333,1.828,1.833,3.029,318.65,0.5178575,0.6666650000000001,32.52133617021276,36.31466111111111,0.6578968421052631,6.5,3,2.161
T4,"Scheffler, Scottie",-10,-2,1.198,0.696,0.172,0.964,1.831,3.029,295.65,0.6071425,0.7083349999999999,31.93406,52.732025,0.6428571428571428,4.25,1.75,1.135
T4,"Finau, Tony",-10,-4,0.409,-0.052,1.897,0.775,2.62,3.029,300.1,0.42857,0.7222225,24.943131111111107,43.22367894736842,0.5862079310344828,4.5,2,2.672
T4,"Wolff, Matthew",-10,-5,-0.498,-0.125,1.836,1.816,3.526,3.029,308.525,0.5892875,0.7777775,29.31117142857143,34.948364285714284,0.6666670833333334,4.5,3,3.652
9,"Rose, Justin",-9,-3,1.78,0.164,1.021,-0.185,0.999,2.779,291.42499999999995,0.464285,0.65278,30.81493695652174,62.54800588235294,0.733336,5.25,3,0.836
T10,"Dahmen, Joel",-8,-3,1.435,0.478,0.22,0.396,1.094,2.529,291.9578947368421,0.64286,0.6111125,30.149786206896554,70.69558571,0.7096787096774193,3.75,2.5,0.616
T10,"Schauffele, Xander",-8,-3,0.779,0.597,-0.005,1.157,1.749,2.529,302.55,0.42857,0.6805575,32.700514893617026,68.52247777777778,0.6250018749999999,3.5,1.5,1.152
T10,"Champ, Cameron",-8,0,0.469,0.47,0.015,1.575,2.06,2.529,320.6,0.5,0.73611,32.02413529411765,60.8787,0.6538473076923077,5.5,3,1.59
T13,"Rahm, Jon",-7,-4,-0.096,0.837,0.435,1.102,2.374,2.279,303.775,0.607145,0.6805575,30.020197959183673,49.3759,0.7575760606060606,2.5,2.5,1.538
T13,"Berger, Daniel",-7,-1,-0.06,0.57,0.29,1.478,2.338,2.279,299.6,0.6250025,0.6527775,33.01403396226415,62.50244545454546,0.656250625,3.5,3.25,1.769
T13,"Kim, Si Woo",-7,-2,0.094,0.611,1.011,0.563,2.184,2.279,293.675,0.5357149999999999,0.7083349999999999,32.46270869565217,37.162573333333334,0.6451632258064517,2.25,2,1.574
T13,"Reed, Patrick",-7,-4,0.021,1.626,0.383,0.249,2.258,2.279,290.425,0.517855,0.680555,32.238189795918366,57.47154999999999,0.7647058823529411,1.25,2,0.632
T17,"Todd, Brendon",-6,-3,1.779,0.097,0.21,-0.058,0.25,2.029,279.075,0.64286,0.6250025,33.12819245283019,47.96728181818182,0.718752188,3.75,1.75,0.153
T17,"Li, Haotong",-6,-1,0.652,0.478,1.21,-0.312,1.377,2.029,292.85087719298247,0.48214250000000003,0.708335,30.342038775510204,36.60548333333333,0.6923103846153846,4,1.5,0.898
T19,"Kisner, Kevin",-5,-3,1.277,-0.73,1.224,0.008,0.502,1.779,285.1,0.57143,0.5972225,30.46496037735849,50.94177142857143,0.53333,3.25,2.75,1.232
T19,"English, Harris",-5,-4,1.261,0.364,0.243,-0.09,0.517,1.779,288.8,0.5,0.527775,32.87114042553191,53.9977619,0.7948720512820513,2.75,2.25,0.153
T19,"Griffin, Lanto",-5,-2,-0.019,0.692,1.369,-0.263,1.798,1.779,292,0.42857,0.680555,32.5021475,47.832673684210526,0.7096790322580644,2.75,2.5,1.106
T22,"Noren, Alex",-4,-3,0.875,0.896,-0.311,0.069,0.654,1.529,294.20000000000005,0.357145,0.6111125,34.63273488372093,49.28395714285714,0.6000011428571429,4.25,2.5,-0.242
T22,"Poulter, Ian",-4,-1,1.172,-0.5,1.152,-0.295,0.357,1.529,283.075,0.4285725,0.65278,34.5471125,45.801586666666665,0.6363657575757575,4,2.75,0.857
T22,"Scott, Adam",-4,-2,1.118,0.459,-0.207,0.159,0.411,1.529,290.625,0.5178575,0.6250025,32.26361020408163,67.1819,0.6428603571428572,4.25,1.75,-0.048
T22,"Matsuyama, Hideki",-4,0,0.348,1.289,-0.242,0.134,1.181,1.529,294.95,0.35714250000000003,0.5555574999999999,29.567709523809523,57.450047368421046,0.7073153658536584,3,1.75,-0.108
T22,"An, Byeong Hun",-4,-6,0.988,0.478,0.906,-0.843,0.541,1.529,289.0385964912281,0.3749975,0.625,31.42686590909091,54.29208421052631,0.6363642424242424,3,4,0.064
T22,"Perez, Victor",-4,-2,1.828,-0.472,-0.381,0.554,-0.299,1.529,290.825,0.5535725,0.6805575,33.23054385964912,70.27745833333333,0.6153857692307693,5,2.5,0.173
T22,"Steele, Brendan",-4,-3,0.735,-0.328,0.847,0.275,0.793,1.529,293.2,0.5178575,0.6666650000000001,31.575156818181817,65.6862619,0.6363645454545455,4,2.5,1.121
T29,"Koepka, Brooks",-3,4,0.141,-0.181,1.498,-0.18,1.137,1.279,294.425,0.48214250000000003,0.6666675,29.972841176470588,52.40037777777778,0.6666648148148148,4,2.25,1.318
T29,"Fleetwood, Tommy",-3,3,0.731,0.458,-0.846,0.935,0.547,1.279,303.5175438596491,0.5892850000000001,0.6388874999999999,38.534336,53.46814,0.62857,4,1.75,0.089
T29,"Varner III, Harold",-3,0,-0.593,0.984,0.707,0.181,1.872,1.279,295.09999999999997,0.5,0.6666675,29.44752857142857,59.76099047619048,0.59375,2.75,2.75,0.888
T29,"Redman, Doc",-3,-3,1.259,-0.218,-0.178,0.415,0.019,1.279,290,0.5892850000000001,0.6666675,32.44889444444445,44.3341125,0.6250018749999999,3.25,2.5,0.237
T33,"Oosthuizen, Louis",-2,-3,-0.846,0.621,0.307,0.947,1.875,1.029,292.4,0.625,0.73611,32.65889811320754,61.766149999999996,0.6666674074074074,2.75,2,1.253
T33,"McIlroy, Rory",-2,-2,-0.336,-0.096,0.599,0.862,1.365,1.029,307.75,0.4464275,0.65278,30.386946511627908,55.17071200000001,0.5000023333333333,4.25,3.5,1.461
T33,"Hovland, Viktor",-2,-4,1.221,0.271,-0.334,-0.13,-0.193,1.029,287.325,0.5178575,0.6527775,33.85800444444445,56.222606666666664,0.7272715151515152,2.5,2,-0.464
T33,"Frittelli, Dylan",-2,1,-0.798,0.309,0.795,0.723,1.827,1.029,297.025,0.57143,0.6666675,31.825154166666668,56.72933333333334,0.566668,3.5,3.75,1.518
T37,"Thomas, Justin",-1,0,-0.885,0.166,1.686,-0.189,1.664,0.779,294.07368421052627,0.4464275,0.6805574999999999,30.656263636363636,53.23318095238095,0.6296307407407407,3.25,2.5,1.497
T37,"Henley, Russell",-1,-2,-1.064,0.405,1.777,-0.339,1.843,0.779,284.15,0.5,0.6666675,27.809254,58.304,0.7500010714285714,2,3.25,1.438
T37,"Cauley, Bud",-1,-1,-0.446,1.255,0.005,-0.036,1.224,0.779,286.3,0.48214250000000003,0.63889,33.197025454545454,66.22146666666666,0.5357157142857143,3,2,-0.031
T37,"Simpson, Webb",-1,2,0.403,0.711,-0.311,-0.025,0.375,0.779,286.7,0.5178575,0.6250025,32.73260576923077,68.3738,0.65517,2.5,1.75,-0.336
T37,"Lashley, Nate",-1,0,0.444,0.307,0.499,-0.471,0.335,0.779,282.9,0.5178575,0.6388875,30.682401923076924,60.363279999999996,0.6896558620689656,2.75,2.25,0.028
T37,"Woods, Tiger",-1,-3,-0.015,0.06,0.641,0.093,0.794,0.779,291.725,0.5178575,0.6250025,30.619757777777778,57.722910526315786,0.5555547222222222,3.75,2.5,0.734
T43,"Smith, Cameron",0,0,0.222,0.142,0.47,-0.305,0.307,0.529,289.325,0.464285,0.6805574999999999,32.10837391304348,64.57932631578947,0.6451622580645161,2.75,1.75,0.165
T43,"Ancer, Abraham",0,-1,0.244,-0.661,0.236,0.709,0.285,0.529,290.675,0.5892875,0.6388900000000001,33.230768,46.90290769230769,0.5588223529411765,1.25,2.25,0.945
T43,"Palmer, Ryan",0,-6,-0.028,-0.112,1.186,-0.517,0.557,0.529,286.1017543859649,0.35714,0.5972225,30.42431632653061,67.66052105263157,0.6451632258064516,4.75,4.25,0.669
T43,"Horschel, Billy",0,-1,0.632,-0.612,0.658,-0.15,-0.104,0.529,287.5385964912281,0.6250025,0.6250025,29.584471153846152,57.346346153846156,0.5806448387096774,3.5,3,0.508
T43,"Cantlay, Patrick",0,3,0.187,-0.218,0.099,0.461,0.341,0.529,297.025,0.4464275,0.597225,34.13959761904762,47.1417,0.6410276923076923,2.5,3.25,0.56
T43,"Mitchell, Keith",0,2,-0.39,-0.175,0.236,0.857,0.919,0.529,299.575,0.5535725,0.6805575,28.11250181818182,75.32728182,0.5517227586206896,3,3.25,1.093
T43,"Wiesberger, Bernd",0,4,-1.382,1.135,0.713,0.062,1.911,0.529,285.275,0.5714275,0.6250025,30.921769387755106,55.487700000000004,0.5806477419354839,4.75,4.5,0.776
T43,"Lorenzo-Vera, Michael",0,4,0.967,-0.066,0.068,-0.441,-0.439,0.529,288.525,0.42857,0.5972225,34.09709361702127,57.072100000000006,0.5428582857142856,4.75,4.25,-0.373
T51,"Hubbard, Mark",1,0,0.083,-0.27,0.975,-0.509,0.196,0.279,279.375,0.5,0.6111125000000001,34.174216666666666,52.78074210526316,0.6250018749999999,2.5,2.5,0.466
T51,"List, Luke",1,0,-1.869,0.405,1.36,0.382,2.148,0.279,305.7280701754386,0.5,0.7083349999999999,26.535863829787232,58.42077777777778,0.38461346153846154,2.75,3.75,1.743
T51,"Van Rooyen, Erik",1,-4,-0.459,0.331,-0.275,0.682,0.738,0.279,292.35,0.5178575,0.6388875,31.279064285714288,79.24126,0.5357167857142857,4.25,3.75,0.407
T51,"Long, Adam",1,-2,0.297,-0.051,0.392,-0.36,-0.018,0.279,288.5,0.4464275,0.5972225,32.20171777777777,52.5960875,0.6153817948717949,3.75,3.75,0.032
T51,"Snedeker, Brandt",1,1,0.858,0.337,-0.706,-0.21,-0.579,0.279,282.25,0.6250025,0.51389,35.710149056603775,48.17889375,0.6285734285714286,2.5,2.75,-0.916
T51,"Kitayama, Kurt",1,1,1.004,-0.447,-0.448,0.17,-0.725,0.279,299.3,0.375,0.5833325,36.05970238095238,54.17582727272727,0.575001,4.75,2.75,-0.279
T51,"Luiten, Joost",1,-1,-0.107,0.078,-0.127,0.434,0.386,0.279,287.9,0.6607149999999999,0.6111125,35.78269636363636,46.205940000000005,0.6176488235294118,2.5,2.75,0.307
T58,"Woodland, Gary",2,0,-0.424,0.346,-0.264,0.37,0.452,0.029,295.05,0.464285,0.6527775,34.6985,59.30748947368421,0.6764685294117647,2.5,3.5,0.106
T58,"Hoge, Tom",2,0,1.186,-0.168,-1.03,0.041,-1.157,0.029,286.275,0.5535725,0.5555575,35.49607755102041,60.54675263157894,0.649999,1.75,2.75,-0.989
T58,"Schwartzel, Charl",2,3,-0.221,0.222,0.408,-0.38,0.25,0.029,287.125,0.4464275,0.5972225,36.242938297872335,68.0460125,0.5757569696969697,3.5,4.75,0.028
T58,"McCarthy, Denny",2,3,0.289,-0.576,0.294,0.021,-0.261,0.029,286.8,0.55357,0.5416675,35.942400000000006,45.402899999999995,0.5405389189189189,2.75,3.75,0.316
T58,"Hadwin, Adam",2,3,0.142,-0.221,-0.155,0.263,-0.114,0.029,290.4,0.5,0.5416675,32.33718867924529,72.90666666666667,0.6829304878048781,2,2.5,0.108
T58,"Harman, Brian",2,2,-0.08,1.453,-0.888,-0.457,0.108,0.029,287.85,0.5357149999999999,0.51389,33.100346938775516,80.55807059,0.7948715384615385,1.25,2.75,-1.345
T58,"Hughes, Mackenzie",2,2,0.386,0.638,-0.081,-0.915,-0.358,0.029,291.6,0.5,0.569445,33.89033617021277,59.68456499999999,0.7428574285714286,2.25,2,-0.996
T58,"Streelman, Kevin",2,0,0.225,0.457,-0.172,-0.481,-0.196,0.029,291.4842105263158,0.4464275,0.5555575,38.244986274509806,53.81622222222222,0.6111097222222223,3.75,3.25,-0.653
T66,"Sabbatini, Rory",3,0,0.074,0.04,0.512,-0.849,-0.295,-0.221,279.35,0.48214250000000003,0.6250025,31.251458490566037,50.975575,0.6071435714285714,3,3.75,-0.336
T66,"MacIntyre, Robert",3,-1,0.113,-0.322,-0.562,0.55,-0.334,-0.221,294.8,0.41071250000000004,0.63889,34.40873777777777,66.28835000000001,0.5882373529411765,2.25,2.75,-0.013
T66,"Grillo, Emiliano",3,3,-0.657,-0.458,0.455,0.439,0.435,-0.221,290.55,0.5535725,0.6388875,31.490118,55.65292857142857,0.5882370588235294,3.75,4.25,0.894
T66,"Lowry, Shane",3,4,-0.276,-0.779,0.631,0.203,0.055,-0.221,288.75,0.4464275,0.63889,28.35022222222222,72.62958666666667,0.645161935,2.25,2,0.834
T66,"Straka, Sepp",3,1,0.045,-1.049,-0.049,0.832,-0.266,-0.221,299.4,0.48214250000000003,0.5833325,32.731961702127656,43.016770588235296,0.5128210256410256,3.75,4.25,0.783
T71,"Mickelson, Phil",4,3,-0.525,0.557,-0.005,-0.499,0.053,-0.471,296.33508771929826,0.5178575,0.5833325,30.288332608695654,59.395894444444444,0.7222205555555555,2.75,2.5,-0.504
T71,"Watson, Bubba",4,0,-1.017,-0.661,0.393,0.814,0.545,-0.471,296.6,0.46428749999999996,0.7083325,33.04469777777778,64.99112000000001,0.5357142857142857,2.5,3.75,1.207
T71,"Lee, Danny",4,0,1.253,-0.513,-0.447,-0.765,-1.725,-0.471,289.88596491228066,0.30357,0.5555575,34.913383333333336,41.992978947368414,0.649999,2.25,2.75,-1.212
T71,"Spieth, Jordan",4,-3,-0.55,0.145,0.031,-0.097,0.079,-0.471,295.9,0.392855,0.555555,32.91643333333333,53.60525652173913,0.5609756097560976,2.75,2.5,-0.067
T75,"Reavie, Chez",6,0,-0.189,-0.384,0.191,-0.589,-0.783,-0.971,276.725,0.5892875,0.5555575,32.401754545454544,53.008775,0.5526305263157895,3.5,4.25,-0.398
T75,"Poston, J.T.",6,0,-0.284,-0.046,-1.228,0.586,-0.687,-0.971,289.85,0.5714275,0.5,34.649912280701756,91.02775454545454,0.5714269047619047,2.5,4.25,-0.641
T77,"Wallace, Matt",7,2,-0.95,-0.328,0.011,0.045,-0.272,-1.221,295.0736842105263,0.5,0.6527775,32.55005744680851,56.929,0.4722230555555556,1.75,3.25,0.056
T77,"Herman, Jim",7,5,-0.43,0.16,-0.404,-0.546,-0.791,-1.221,284.15438596491225,0.60714,0.6111125,35.46268148148148,76.23276363636364,0.562499063,2.5,3,-0.951
79,"Kang, Sung",10,3,-0.902,-0.431,-0.593,-0.044,-1.069,-1.971,288.8491228070176,0.5178575,0.583335,34.22759,58.491131249999995,0.6000005714285714,2,2.75,-0.638
CUT,"Furyk, Jim",2,null,0.367,0.247,0.15,-0.542,-0.146,0.222,272.8,0.60714,0.61111,33.86848965517241,50.894980000000004,0.733336,3.5,3,-0.392
CUT,"Ortiz, Carlos",2,null,0.072,1.188,-1.121,0.083,0.15,0.222,286.1,0.5,0.52778,42.32200952380953,55.32944545454545,0.800001,3,3.5,-1.038
CUT,"Fowler, Rickie",2,null,-0.038,0.801,0.263,-0.803,0.26,0.222,287.79999999999995,0.5357149999999999,0.55556,35.1686,55.15685,0.562499375,4,5,-0.541
CUT,"Bezuidenhout, Christiaan",2,null,0.168,0.359,0.291,-0.596,0.055,0.222,276.85,0.5,0.6111150000000001,32.55155555555555,62.07552857142857,0.6,3,3,-0.305
CUT,"Leishman, Marc",2,null,-0.249,0.717,-0.492,0.246,0.471,0.222,290.4,0.5,0.583335,33.13265,44.8621,0.8235270588235295,3,3,-0.246
CUT,"Stenson, Henrik",2,null,0.462,-0.369,-0.261,0.391,-0.24,0.222,274.79999999999995,0.67857,0.5833349999999999,37.8018,78.72662000000001,0.6111133333333333,2.5,3.5,0.13
CUT,"Gooch, Talor",2,null,0.056,0.296,0.744,-0.875,0.165,0.222,278.4,0.35714,0.6111150000000001,30.460091304347827,51.83685,0.6428592857142857,2,4,-0.131
CUT,"Norris, Shaun",2,null,0.305,-0.041,1.075,-1.117,-0.084,0.222,272.4,0.5357149999999999,0.66667,39.368,27.50320909090909,0.6666633333333334,3,4,-0.043
CUT,"Dufner, Jason",2,null,-0.713,0.385,0.136,0.414,0.934,0.222,280.8,0.7857149999999999,0.6111150000000001,29.384954545454544,284.0784,0.5833325,4,5.5,0.55
CUT,"Kim, Chan",2,null,-0.475,0.411,-0.436,0.722,0.697,0.222,303.7068965517241,0.5357149999999999,0.6666650000000001,31.90945,64.46746363636365,0.46153846153846156,5,4,0.286
CUT,"Johnson, Zach",2,null,1.204,0.128,-0.264,-0.846,-0.982,0.222,280.7,0.42857,0.55556,35.118325,48.25619999999999,0.61111,4,2.5,-1.11
CUT,"Ishikawa, Ryo",2,null,1.624,0.115,-0.27,-1.247,-1.402,0.222,279.35,0.357145,0.52778,32.42115,71.0617,0.6470605882352941,3,3,-1.517
CUT,"Stricker, Steve",3,null,-1.771,0.618,1.302,-0.427,1.493,-0.278,275.29999999999995,0.5357149999999999,0.75,33.85572962962962,55.06744285714286,0.6153869230769231,2.5,4,0.875
CUT,"Thompson, Michael",3,null,-0.654,1.071,-0.888,0.193,0.376,-0.278,280.85,0.57143,0.52778,37.89270714285714,57.0714,0.61111,1.5,2.5,-0.695
