position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,distance,accuracy,gir,prox_fw,prox_rgh,scrambling,great_shots,poor_shots,sg_bs
1,"Schauffele, Xander",-9,-6,0.869,0.875,2.241,0.861,3.976,4.845,274.42499999999995,0.6607175,0.694445,31.673694915254238,21.6041875,0.7200016,5.75,1.75,3.102
T2,"Horschel, Billy",-7,-3,0.799,1.338,1.357,0.851,3.546,4.345,268.775,0.75,0.6805575,32.813916666666664,50.66668333333333,0.7599992,5.75,2.75,2.208
T2,"Rose, Justin",-7,-4,1.104,0.521,1.64,1.081,3.242,4.345,265.875,0.7142850000000001,0.6944475,35.884422580645165,37.250014285714286,0.7600004,3.75,1.75,2.721
4,"Lawrence, Thriston",-6,-3,1.242,0.247,1.204,1.403,2.853,4.095,294.55,0.5892850000000001,0.652775,30.548308,49.846176923076925,0.7000006666666666,6.25,2.5,2.606
5,"Henley, Russell",-5,-2,0.855,0.174,1.417,1.399,2.99,3.845,269.35,0.7499975,0.7083325,32.96029047619047,45.42858571428571,0.772725,4.75,1.25,2.816
6,"Lowry, Shane",-4,-3,0.995,-0.082,1.608,1.075,2.6,3.595,279.375,0.6250025,0.694445,33.83008627,51.67646470588235,0.666665,5.75,3.5,2.682
T7,"Rahm, Jon",-1,-3,0.452,1.4,0.557,0.436,2.394,2.845,285.875,0.5892875,0.583335,34.19071346153846,52.12820769,0.7575751515151515,5.25,4,0.993
T7,"Scheffler, Scottie",-1,1,-0.636,0.741,2.21,0.53,3.481,2.845,271.375,0.6607149999999999,0.65278,31.101201785714284,74.111125,0.6538461538461539,4,2.5,2.74
T7,"Im, Sungjae",-1,-2,1.211,0.658,0.931,0.045,1.634,2.845,275.075,0.64286,0.5555575,28.944984,59.0260375,0.6666669444444444,5,5,0.977
T10,"Scott, Adam",0,0,0.44,1.229,0.31,0.617,2.156,2.595,278.09999999999997,0.625,0.61111,32.8410463,65.95831429,0.6129041935483871,5.25,3.75,0.927
T10,"Jordan, Matthew",0,0,0.232,0.225,1.504,0.634,2.363,2.595,276.20877192982454,0.57143,0.6527775,33.68396037735849,41.394459999999995,0.6071435714285714,5.75,2.5,2.138
T10,"Brown, Daniel",0,3,1.976,-0.606,0.18,1.046,0.619,2.595,281.125,0.6607125,0.5972200000000001,31.249985714285714,46.465291666666666,0.5517244827586207,6.5,3.5,1.226
T13,"Noren, Alex",1,-1,0.844,-0.198,1.092,0.607,1.501,2.345,269.9,0.6964275,0.5972225,35.9563,42.38888333333333,0.7741941935483871,3,2.75,1.699
T13,"Day, Jason",1,-3,0.556,0.373,1.116,0.3,1.789,2.345,266.875,0.6071425,0.6111150000000001,36.18211111111111,62.1145875,0.6071421428571429,5,1.5,1.416
T13,"An, Byeong Hun",1,0,0.788,0.834,0.157,0.567,1.558,2.345,288.0438596491228,0.5357149999999999,0.5277775,39.536686,55.19873846153847,0.5853678048780487,6.25,4.25,0.724
T16,"Morikawa, Collin",2,0,0.098,-0.103,1.307,0.794,1.998,2.095,271.20000000000005,0.6428575,0.6250025,31.967267857142854,50.89167,0.6666686666666667,4.5,2.75,2.101
T16,"Hughes, Mackenzie",2,-3,1.53,-0.114,1.281,-0.601,0.566,2.095,270.75,0.42857,0.5555575,35.563312,65.395815,0.5862072413793104,5.75,4.75,0.68
T16,"Catlin, John",2,0,0.333,0.222,0.542,0.997,1.762,2.095,271.975,0.7142850000000001,0.6250025,33.20765245901639,64.8750125,0.6428578571428571,4.5,3,1.54
T19,"Burmester, Dean",3,0,-0.079,1.33,0.118,0.476,1.924,1.845,276.93859649122805,0.5357149999999999,0.5555575,41.125815686274514,50.166666666666664,0.6052626315789473,4.75,4,0.594
T19,"Sharma, Shubhankar",3,1,1.366,-0.435,1.108,-0.193,0.479,1.845,265.75,0.5892850000000001,0.5694425,34.56944074074074,49.361106666666664,0.6363645454545455,4.75,3.75,0.915
T19,"Hillier, Daniel",3,1,0.743,-0.048,1.53,-0.379,1.103,1.845,270.8551724137931,0.5892875,0.63889,32.35486379310345,63.190485714285714,0.7142850000000001,5,3.25,1.151
T22,"Harrington, Padraig",4,1,-0.748,0.475,1.411,0.457,2.343,1.595,280.6,0.5,0.5833325,33.398729411764705,65.64288571428571,0.6060618181818183,4,2.75,1.868
T22,"Straka, Sepp",4,0,0.482,0.177,0.546,0.39,1.113,1.595,268.075,0.69643,0.6666675,33.78305689655173,57.32693076923077,0.6071464285714286,4.25,3.5,0.936
T22,"Ferguson, Ewen",4,0,0.153,-0.063,0.704,0.801,1.442,1.595,273.8,0.625,0.625,32.53387966101695,43.374990000000004,0.620688276,3,2.25,1.505
T25,"Conners, Corey",5,-3,0.157,-0.125,1.41,-0.097,1.188,1.345,273.67894736842106,0.6607175,0.52778,34.514113559322034,38.23148888888889,0.6764694117647059,2.5,4,1.313
T25,"Spieth, Jordan",5,-1,-0.488,0.967,0.366,0.5,1.834,1.345,287.53508771929825,0.6428575,0.5416675,40.44097708333333,57.205560000000006,0.5121924390243903,7,5.5,0.867
T25,"Cantlay, Patrick",5,2,-0.323,0.984,0.651,0.032,1.668,1.345,272.325,0.5178575,0.569445,35.86606964285714,46.2135125,0.766666,3.25,2.5,0.684
T25,"Fox, Ryan",5,-4,1.187,-0.398,0.394,0.163,0.158,1.345,290.7473684210526,0.5,0.569445,37.10104042553191,52.90001,0.7222213888888889,6,3.5,0.556
T25,"Canter, Laurie",5,3,0.463,0.174,-0.778,1.488,0.882,1.345,288.225,0.6250025,0.5416650000000001,38.79014629629629,56.937525,0.550001,5.75,4.5,0.709
T25,"Dean, Joe",5,1,0.485,-0.468,0.655,0.673,0.86,1.345,280.175,0.5,0.5972225,36.35000363636364,71.34524285714285,0.51613,4.75,3.75,1.327
