position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,distance,accuracy,gir,prox_fw,prox_rgh,scrambling,great_shots,poor_shots,sg_bs,year,major
T8,"Thomas, Justin",-13,-3.0,-0.849,1.365,0.992,1.034,3.389,2.534,299.725,0.64286,0.7916675,27.68056851851852,46.65975,0.7142838095238095,4.0,4.0,2.025,2024,PGA Championship
T8,"Horschel, Billy",-13,-7.0,1.679,0.195,0.919,-0.252,0.861,2.534,287.875,0.6607149999999999,0.7083325,29.01885849056604,63.26282307692309,0.7200004,4.5,2.5,0.667,2024,PGA Championship
T8,"Scheffler, Scottie",-13,-6.0,-0.031,0.145,1.579,0.847,2.572,2.534,295.4,0.73214,0.7222225,29.530194827586207,34.04168333333333,0.62499875,4.25,3.25,2.426,2024,PGA Championship
T8,"MacIntyre, Robert",-13,-1.0,0.926,0.101,0.739,0.774,1.615,2.534,296.35,0.6428575,0.7083349999999999,28.07736071428571,43.44998,0.7200012,3.0,1.5,1.513,2024,PGA Championship
T12,"McIlroy, Rory",-12,-4.0,0.079,0.137,0.841,1.234,2.212,2.284,302.975,0.69643,0.7222225,25.59626379310345,37.40736666666667,0.6250008333333332,5.75,3.25,2.075,2024,PGA Championship
T12,"Noren, Alex",-12,-6.0,0.308,0.64,1.562,-0.22,1.983,2.284,284.95,0.6785749999999999,0.708335,28.371322807017545,38.647407692307695,0.7307676923076923,4.0,2.5,1.343,2024,PGA Championship
T12,"Theegala, Sahith",-12,2.0,1.534,-0.302,0.913,0.145,0.756,2.284,290.9,0.6785725,0.694445,27.201262264150945,42.648155555555554,0.6562475,3.5,3.75,1.058,2024,PGA Championship
T12,"Moore, Taylor",-12,-3.0,1.558,0.248,-0.067,0.552,0.733,2.284,297.325,0.6428575,0.75,30.741039285714287,56.20833,0.7037066666666667,3.5,2.5,0.485,2024,PGA Championship
T12,"Hodges, Lee",-12,-2.0,0.671,-0.459,2.107,-0.028,1.62,2.284,283.675,0.7678575,0.75,27.954891803278688,72.26666,0.4999988461538461,4.5,3.75,2.079,2024,PGA Championship
T12,"Burmester, Dean",-12,-1.0,-0.049,0.664,1.249,0.427,2.34,2.284,307.475,0.5178575,0.7361125000000001,33.185355102040816,36.887258823529415,0.7083333333333334,3.25,2.5,1.676,2024,PGA Championship
T18,"English, Harris",-11,-1.0,1.903,-0.592,1.024,-0.295,0.137,2.034,287.625,0.642855,0.6805575,28.648344,72.57050769,0.593750625,3.5,1.75,0.729,2024,PGA Championship
T18,"Finau, Tony",-11,-1.0,-0.111,0.487,2.329,-0.665,2.152,2.034,296.95,0.4821425,0.76389,21.023552173913043,47.27777777777778,0.7142871428571428,4.25,3.75,1.665,2024,PGA Championship
T18,"Eckroat, Austin",-11,-1.0,1.49,-0.196,-0.04,0.788,0.551,2.034,288.25,0.8214250000000001,0.6388900000000001,29.681287719298243,61.59721666666667,0.6585370731707317,2.75,2.75,0.748,2024,PGA Championship
T18,"Bradley, Keegan",-11,-2.0,-0.053,-0.272,0.719,1.647,2.093,2.034,295.525,0.82143,0.722225,29.43782380952381,85.5625,0.6428585714285714,3.75,2.75,2.365,2024,PGA Championship
T18,"Hisatsune, Ryo",-11,-4.0,1.106,-0.117,0.994,0.057,0.935,2.034,286.525,0.64286,0.7222225,27.470831666666665,64.43181818181819,0.739131304,4.75,2.75,1.051,2024,PGA Championship
T23,"Henley, Russell",-10,-2.0,0.087,0.925,0.681,0.097,1.704,1.784,283.775,0.75,0.6805575,33.31497627118644,42.1288,0.7499991666666667,3.5,3.75,0.779,2024,PGA Championship
T23,"Hoge, Tom",-10,-4.0,0.418,-0.065,1.283,0.155,1.373,1.784,286.375,0.6964275,0.722225,25.09152295081968,86.73331999999999,0.6923069230769231,3.25,4.0,1.438,2024,PGA Championship
T23,"McNealy, Maverick",-10,-4.0,0.235,0.639,-0.371,1.287,1.555,1.784,291.52500000000003,0.8214275,0.7222225,33.72637333333333,76.90002000000001,0.699997,3.75,3.75,0.917,2024,PGA Championship
T26,"Koepka, Brooks",-9,-5.0,0.237,0.466,0.05,0.788,1.304,1.534,296.04999999999995,0.6964275,0.6805575,29.202594827586207,60.84848181818182,0.5714289285714286,3.25,3.5,0.838,2024,PGA Championship
T26,"Fleetwood, Tommy",-9,-6.0,0.756,0.327,-0.215,0.672,0.785,1.534,291.65,0.7499975,0.625,32.990885454545456,45.47224444444444,0.6666669444444444,3.5,4.0,0.457,2024,PGA Championship
T26,"Hubbard, Mark",-9,-2.0,0.949,0.03,0.288,0.275,0.592,1.534,287.20000000000005,0.7142850000000001,0.6250025,31.074854237288136,56.1666625,0.6666648484848485,3.25,4.0,0.562,2024,PGA Championship
T26,"Lee, Min Woo",-9,-4.0,1.139,0.281,-0.006,0.128,0.402,1.534,299.25,0.6071425,0.65278,30.34692857142857,64.0000125,0.72414,4.25,3.5,0.121,2024,PGA Championship
T26,"Kim, Tom",-9,-1.0,0.746,-0.164,0.247,0.711,0.794,1.534,287.975,0.8035725,0.694445,29.469438333333333,92.06668,0.5806464516129033,4.75,3.75,0.958,2024,PGA Championship
T26,"Harman, Brian",-9,-4.0,0.285,0.271,1.472,-0.487,1.256,1.534,284.575,0.642855,0.72222,25.389869642857143,66.64102307692309,0.687500625,3.25,3.25,0.985,2024,PGA Championship
T26,"Conners, Corey",-9,-4.0,-0.235,-0.568,1.894,0.45,1.776,1.534,289.0,0.7142875,0.7916675,27.600866666666665,56.2315,0.5652191304347827,2.5,1.75,2.344,2024,PGA Championship
T26,"Kitayama, Kurt",-9,-4.0,-0.621,-0.051,1.208,1.004,2.162,1.534,293.275,0.71429,0.73611,30.282424074074072,31.041666666666664,0.5185166666666666,4.0,3.5,2.212,2024,PGA Championship
T26,"Kohles, Ben",-9,-3.0,1.63,-0.828,0.288,0.45,-0.089,1.534,279.375,0.8392825,0.73611,30.54662372881356,89.22915,0.5200016000000001,5.0,3.75,0.739,2024,PGA Championship
T35,"Garnett, Brice",-8,-3.0,-0.698,0.337,1.468,0.183,1.989,1.284,281.2,0.7857125,0.7222225,30.230536666666666,50.027766666666665,0.6956508695652174,3.75,2.5,1.651,2024,PGA Championship
T35,"Homa, Max",-8,-2.0,0.266,0.493,0.736,-0.205,1.025,1.284,290.125,0.6071425,0.7222225,30.000029411764707,39.863107142857146,0.600002,4.0,3.25,0.532,2024,PGA Championship
T35,"Matsuyama, Hideki",-8,0.0,0.421,1.194,0.021,-0.345,0.87,1.284,287.15,0.5892875,0.6111125,33.2066125,57.52192105263158,0.7714294285714285,3.5,2.25,-0.324,2024,PGA Championship
T35,"Ghim, Doug",-8,-2.0,-0.47,1.073,0.012,0.676,1.761,1.284,288.975,0.76786,0.694445,33.230518333333336,38.976214285714285,0.68750125,2.5,2.75,0.688,2024,PGA Championship
T39,"Rai, Aaron",-7,0.0,-0.374,0.694,0.606,0.115,1.415,1.034,283.825,0.8214275,0.694445,32.67527931034483,98.08331111111112,0.7500010714285714,2.5,3.25,0.721,2024,PGA Championship
T39,"Niemann, Joaquin",-7,-4.0,-1.478,0.617,1.343,0.558,2.518,1.034,298.225,0.607145,0.7916650000000001,31.098651020408163,35.446963636363634,0.6153857692307692,3.0,2.0,1.901,2024,PGA Championship
T39,"Smith, Jordan",-7,-7.0,-0.611,0.36,0.551,0.741,1.652,1.034,290.1,0.76786,0.7083349999999999,30.951637096774192,117.15275,0.6086965217391305,3.5,3.75,1.292,2024,PGA Championship
T39,"Bjork, Alexander",-7,-3.0,0.988,-0.041,0.526,-0.431,0.053,1.034,274.075,0.75,0.625,30.74554642857143,46.45237142857143,0.7058823529411765,3.0,2.25,0.094,2024,PGA Championship
T43,"Day, Jason",-6,0.0,0.74,0.794,-0.817,0.075,0.051,0.784,289.1,0.64286,0.5694425,33.526401666666665,44.8333,0.7777758333333333,2.5,3.25,-0.742,2024,PGA Championship
T43,"Johnson, Dustin",-6,-5.0,0.927,-0.118,-0.047,0.029,-0.136,0.784,280.8,0.69643,0.63889,29.79893968253968,66.29998,0.7333333333333334,2.25,2.75,-0.017,2024,PGA Championship
T43,"Murray, Grayson",-6,-4.0,-0.614,-0.122,0.231,1.297,1.406,0.784,295.575,0.7321425,0.6944475,32.762951724137935,44.23146666666666,0.5806448387096774,2.5,3.25,1.528,2024,PGA Championship
T43,"Zalatoris, Will",-6,-1.0,0.31,-0.411,0.844,0.047,0.48,0.784,290.35,0.6607149999999999,0.72222,32.41667037037037,40.40383076923077,0.6428575000000001,3.75,2.0,0.891,2024,PGA Championship
T43,"An, Byeong Hun",-6,-3.0,0.057,0.175,0.192,0.368,0.734,0.784,302.325,0.5892850000000001,0.694445,34.13209056603774,59.00595,0.6363636363636364,3.5,2.75,0.559,2024,PGA Championship
T43,"Spieth, Jordan",-6,2.0,-0.352,0.296,0.242,0.605,1.144,0.784,298.1,0.7142875,0.63889,32.10122142857143,38.749985714285714,0.5999982857142857,4.0,3.75,0.847,2024,PGA Championship
T43,"Wallace, Matt",-6,1.0,0.311,0.351,0.088,0.041,0.48,0.784,289.8,0.7857149999999999,0.6805575,29.69737719298245,65.70371111,0.653846923,4.25,4.0,0.129,2024,PGA Championship
T43,"Herbert, Lucas",-6,3.0,1.139,0.739,-0.379,-0.709,-0.348,0.784,292.875,0.48214,0.5138925000000001,33.67552765957447,58.43137647058823,0.7073163414634146,2.25,4.0,-1.087,2024,PGA Championship
T43,"Glover, Lucas",-6,-2.0,-0.015,0.227,0.703,-0.125,0.805,0.784,283.45000000000005,0.6964275,0.680555,25.62426779661017,62.27274545454545,0.6923092307692308,3.0,2.25,0.578,2024,PGA Championship
T43,"Svensson, Adam",-6,-2.0,-1.038,0.087,1.458,0.283,1.828,0.784,289.925,0.7499975,0.7638875,31.03866785714285,48.2708375,0.5652178260869565,3.25,3.25,1.741,2024,PGA Championship
T53,"Blair, Zac",-5,1.0,1.474,0.587,-0.722,-0.798,-0.933,0.534,276.325,0.6607149999999999,0.555555,33.537737735849056,52.822925,0.6923064102564103,3.25,2.75,-1.52,2024,PGA Championship
T53,"Cantlay, Patrick",-5,-3.0,-0.297,0.483,0.119,0.236,0.838,0.534,291.65,0.6250025,0.652775,34.58856041666667,47.93136470588236,0.5428571428571428,3.5,3.75,0.355,2024,PGA Championship
T53,"Van Rooyen, Erik",-5,-3.0,0.552,-0.478,0.174,0.293,-0.011,0.534,295.1,0.6785725,0.597225,33.59884576271186,48.781225,0.6842084210526316,4.0,5.5,0.468,2024,PGA Championship
T53,"Reed, Patrick",-5,-2.0,-0.254,0.656,0.336,-0.197,0.795,0.534,287.575,0.7321425,0.63889,32.30745862068966,50.97617142857143,0.687500625,3.5,4.0,0.139,2024,PGA Championship
T53,"Putnam, Andrew",-5,-4.0,0.616,0.72,-0.21,-0.584,-0.075,0.534,275.575,0.67857,0.6666675,30.72596153846154,74.43334999999999,0.7741932258064516,2.0,2.75,-0.794,2024,PGA Championship
T53,"Olesen, Thorbjorn",-5,-1.0,0.893,-0.179,-0.113,-0.059,-0.352,0.534,290.125,0.607145,0.61111,34.65600425531915,49.64034210526316,0.6857142857142857,3.0,3.0,-0.172,2024,PGA Championship
T53,"Svensson, Jesper",-5,-3.0,1.254,-0.469,-1.163,0.918,-0.714,0.534,295.775,0.6607149999999999,0.6805574999999999,33.308032142857144,63.92303846153847,0.7037040740740741,4.75,3.75,-0.244,2024,PGA Championship
T60,"Woodland, Gary",-4,-2.0,0.082,-1.156,1.118,0.247,0.209,0.284,293.225,0.64286,0.722225,30.767851785714285,58.348490909090906,0.4074088888888889,4.25,3.25,1.365,2024,PGA Championship
T60,"Hadwin, Adam",-4,-2.0,-0.367,0.567,0.04,0.051,0.658,0.284,290.125,0.7142875,0.6250025,29.47740508474576,57.2499875,0.7187518749999999,3.5,5.0,0.091,2024,PGA Championship
T60,"Gooch, Talor",-4,-2.0,1.26,-0.913,0.282,-0.339,-0.969,0.284,279.775,0.6785725,0.63889,27.925914814814817,47.9074,0.666667,3.0,3.5,-0.056,2024,PGA Championship
T63,"Smith, Cameron",-3,2.0,-0.648,1.641,-0.951,-0.001,0.688,0.034,289.65,0.607145,0.6250025,34.81410384615384,56.22615714285714,0.5757566666666667,2.75,4.75,-0.952,2024,PGA Championship
T63,"Fowler, Rickie",-3,0.0,-0.103,0.798,-0.98,0.326,0.143,0.034,290.15,0.7499975,0.6111150000000001,38.45548103448276,64.26853333333332,0.7058829411764707,1.75,3.5,-0.654,2024,PGA Championship
T63,"Young, Cameron",-3,0.0,0.249,0.591,-1.155,0.356,-0.208,0.034,295.77500000000003,0.6785725,0.63889,32.0934051724138,31.56819090909091,0.687500625,3.25,5.25,-0.799,2024,PGA Championship
T63,"Hatton, Tyrrell",-3,2.0,0.317,-0.221,-1.079,1.024,-0.275,0.034,298.025,0.7142875,0.6527775,33.27516415,57.034725,0.5000005882352941,3.5,3.0,-0.054,2024,PGA Championship
T63,"Kim, S.H.",-3,-2.0,-0.341,-0.103,-0.135,0.621,0.382,0.034,289.775,0.7142850000000001,0.625,33.91515454545454,57.19694545454546,0.5405424324324324,2.75,4.5,0.485,2024,PGA Championship
T68,"Donald, Luke",-2,0.0,0.338,-0.028,0.952,-1.471,-0.547,-0.216,273.025,0.6607149999999999,0.625,29.31847857142857,50.08333636363636,0.6896541379310345,3.0,3.75,-0.519,2024,PGA Championship
T68,"Soderberg, Sebastian",-2,-3.0,-0.156,-0.245,0.456,-0.264,-0.053,-0.216,285.35,0.7142875,0.6666650000000001,28.536146666666667,56.67858571428571,0.4814848148148148,3.5,5.0,0.193,2024,PGA Championship
T68,"Hojgaard, Nicolai",-2,2.0,-0.526,-0.077,1.113,-0.719,0.317,-0.216,294.2,0.4821425,0.6666675,27.128356,48.45001333333333,0.6666656666666666,3.5,3.75,0.394,2024,PGA Championship
T68,"Hojgaard, Rasmus",-2,-2.0,0.05,-0.629,0.625,-0.255,-0.259,-0.216,295.625,0.57143,0.694445,27.6830125,67.98611666666666,0.3846153846153846,4.25,3.75,0.37,2024,PGA Championship
72,"Shattuck, Braden",-1,3.0,2.552,-0.486,-1.73,-0.795,-3.011,-0.466,283.75,0.6071425,0.597225,42.4687625,41.16668333333333,0.6000019999999999,3.25,7.0,-2.526,2024,PGA Championship
T73,"Tosti, Alejandro",0,-3.0,1.475,-0.686,-2.032,0.534,-2.184,-0.716,302.125,0.5892850000000001,0.63889,32.22597692307692,62.0937625,0.6176479411764706,4.75,5.25,-1.498,2024,PGA Championship
T73,"Kaymer, Martin",0,5.0,0.152,-0.024,-0.71,-0.127,-0.862,-0.716,284.575,0.6785725,0.569445,32.39042407407408,47.5303,0.5882370588235295,2.75,4.5,-0.837,2024,PGA Championship
75,"Fox, Ryan",2,3.0,-0.431,-0.209,-0.709,0.14,-0.778,-1.216,296.65,0.6071425,0.6111125000000001,32.07738392857143,51.548583333333326,0.6774203225806451,3.0,3.0,-0.569,2024,PGA Championship
76,"Jaeger, Stephan",5,7.0,-0.452,-1.108,-0.159,-0.241,-1.507,-1.966,292.95,0.5357149999999999,0.6805575,29.89286964285714,83.97222666666667,0.4999976923076923,2.75,4.5,-0.399,2024,PGA Championship
77,"Wells, Jeremy",6,4.0,0.102,0.115,-1.56,-0.866,-2.311,-2.216,285.425,0.5535725,0.569445,37.02121636363636,67.69606470588235,0.6285737142857142,3.75,4.5,-2.426,2024,PGA Championship
78,"Todd, Brendon",9,8.0,-2.087,0.388,-0.35,-0.91,-0.872,-2.966,270.625,0.7678575,0.583335,31.79385438596491,76.42593333333333,0.5454554545454545,1.5,4.75,-1.26,2024,PGA Championship
1,"Scheffler, Scottie",-11,0.0,0.663,1.171,1.274,1.11,3.555,4.209,310.8,0.625,0.65278,35.307182352941176,96.85834,0.6153838461538461,3.25,3.25,2.385,2025,PGA Championship
T2,"English, Harris",-6,-6.0,0.203,0.212,1.988,0.565,2.765,2.959,308.375,0.5535725,0.76389,33.39966939,49.41663333333334,0.593752188,3.5,2.0,2.553,2025,PGA Championship
T2,"DeChambeau, Bryson",-6,-1.0,0.734,0.559,0.071,1.605,2.235,2.959,331.275,0.464285,0.63889,34.86880212765958,81.81667333333334,0.6499985,5.0,2.0,1.676,2025,PGA Championship
T2,"Riley, Davis",-6,1.0,1.331,0.589,0.558,0.49,1.638,2.959,308.35,0.57143,0.5972225,35.73238846153846,61.29762857142857,0.7631576315789473,3.75,3.25,1.048,2025,PGA Championship
T5,"Poston, J.T.",-5,2.0,1.109,0.106,1.381,0.122,1.609,2.709,297.225,0.7142850000000001,0.666665,36.13543125,48.18055,0.5675713513513514,3.5,2.5,1.504,2025,PGA Championship
T5,"Pendrith, Taylor",-5,-3.0,0.266,0.32,0.804,1.329,2.452,2.709,319.5,0.6250025,0.6666675,43.893306,64.52975,0.5675683783783784,4.5,2.75,2.133,2025,PGA Championship
T5,"Vegas, Jhonattan",-5,1.0,0.26,0.802,1.105,0.551,2.458,2.709,314.6,0.607145,0.6250025,38.170002,61.36363636363637,0.6749992499999999,3.75,3.0,1.656,2025,PGA Championship
T8,"Rahm, Jon",-4,2.0,0.96,-0.161,0.615,1.054,1.508,2.459,320.525,0.5357149999999999,0.63889,32.33875434782608,60.5208375,0.5499995000000001,3.25,1.75,1.669,2025,PGA Championship
T8,"Kim, Si Woo",-4,2.0,1.699,0.233,0.759,-0.223,0.769,2.459,298.5,0.6249975,0.5416675000000001,39.078,47.70835,0.5306132653061224,4.25,1.75,0.536,2025,PGA Championship
T8,"McCarthy, Denny",-4,-1.0,1.4,1.003,-0.054,0.119,1.069,2.459,302.7,0.5892875,0.569445,43.15625208333333,50.416672727272726,0.6304339130434783,4.0,3.25,0.065,2025,PGA Championship
T8,"Fitzpatrick, Matt",-4,1.0,0.451,0.573,1.531,-0.087,2.018,2.459,308.05,0.5535725,0.6527775,39.437495454545456,51.86668,0.6216224324324324,3.75,3.25,1.445,2025,PGA Championship
T8,"Griffin, Ben",-4,-2.0,1.134,0.259,0.894,0.181,1.334,2.459,312.525,0.5178575,0.597225,35.801271794871795,65.26136818181817,0.6744174418604651,4.5,2.5,1.075,2025,PGA Championship
T8,"Bradley, Keegan",-4,1.0,-0.1,0.951,0.854,0.763,2.568,2.459,308.95,0.67857,0.5972225,29.986960784313727,128.95371111111112,0.6410264102564103,3.25,3.5,1.617,2025,PGA Championship
T8,"Niemann, Joaquin",-4,-3.0,0.924,-0.31,1.964,-0.11,1.544,2.459,318.90701754385964,0.4464275,0.6527775,33.05727708333333,71.95556666666667,0.5675664864864866,5.25,2.5,1.855,2025,PGA Championship
T8,"Highsmith, Joe",-4,0.0,1.67,0.32,0.496,-0.018,0.799,2.459,306.175,0.6071425,0.555555,43.73528431372549,51.85182222222221,0.6444451111111111,3.25,3.75,0.478,2025,PGA Championship
T8,"Gerard, Ryan",-4,-1.0,-0.247,0.28,1.368,1.068,2.716,2.459,307.4,0.64286,0.63889,32.53977727272727,89.60896923076923,0.5116281395348837,4.0,4.25,2.436,2025,PGA Championship
T17,"Noren, Alex",-3,5.0,0.346,0.83,1.121,-0.079,1.872,2.209,293.85,0.625,0.5833325,42.246579591836735,40.71213636363636,0.6046502325581395,3.75,2.25,1.042,2025,PGA Championship
T17,"Wallace, Matt",-3,1.0,0.013,2.287,-0.494,0.413,2.206,2.209,303.225,0.5714275,0.5416650000000001,46.948589361702126,56.215664705882354,0.8181829545454545,2.5,3.25,-0.081,2025,PGA Championship
T19,"Scott, Adam",-2,2.0,1.11,0.147,-0.297,1.008,0.859,1.959,312.75,0.6250025,0.6111125,37.32038620689655,96.88891666666666,0.717948718,4.0,3.25,0.711,2025,PGA Championship
T19,"Burns, Sam",-2,-4.0,1.786,0.82,-0.494,-0.143,0.183,1.959,313.7,0.5,0.4583325,45.61415652173913,81.15,0.6603777358490566,3.25,3.25,-0.638,2025,PGA Championship
T19,"Rai, Aaron",-2,-2.0,-0.228,0.441,1.88,-0.125,2.196,1.959,291.325,0.75,0.6527775,35.03744285714286,52.32501,0.6111144444444445,3.25,2.0,1.756,2025,PGA Championship
T19,"Finau, Tony",-2,3.0,-0.006,0.423,1.399,0.152,1.975,1.959,310.625,0.5178575,0.5833325,32.14757083333333,50.55393529411765,0.648648919,3.75,2.75,1.551,2025,PGA Championship
T19,"Davis, Cam",-2,1.0,0.619,0.544,0.435,0.37,1.35,1.959,310.6,0.410715,0.5555575,37.58899090909091,78.41250000000001,0.5227281818181818,4.5,3.0,0.805,2025,PGA Championship
T19,"Conners, Corey",-2,-4.0,0.746,-0.804,1.147,0.88,1.223,1.959,304.55,0.7678575,0.5833325,32.53157241379311,77.63334,0.5609782926829268,3.0,2.25,2.027,2025,PGA Championship
T19,"Moore, Taylor",-2,-1.0,-0.032,1.264,0.478,0.259,2.001,1.959,308.0,0.5,0.65278,38.36298666666666,75.83334,0.6052631578947368,3.5,2.25,0.738,2025,PGA Championship
T19,"Hossler, Beau",-2,-3.0,0.715,1.501,0.257,-0.505,1.253,1.959,304.675,0.410715,0.5138875,43.14959487179488,62.710008,0.6739117391304348,3.0,2.25,-0.248,2025,PGA Championship
T19,"Hall, Harry",-2,-1.0,1.545,0.154,0.473,-0.204,0.423,1.959,298.25,0.64286,0.5277775,40.47281020408163,94.645825,0.6521715217391305,3.25,2.25,0.269,2025,PGA Championship
T28,"Schauffele, Xander",-1,-3.0,0.371,0.398,-0.49,1.438,1.347,1.709,326.35,0.57143,0.5833325,31.47621632653061,59.73214285714285,0.62499875,4.5,2.5,0.949,2025,PGA Championship
T28,"Hovland, Viktor",-1,0.0,0.159,-0.362,1.086,0.836,1.559,1.709,303.8,0.69643,0.569445,32.641831914893615,64.37500833333334,0.58333125,3.0,3.0,1.922,2025,PGA Championship
T28,"Smalley, Alex",-1,1.0,-0.101,0.585,0.32,0.914,1.819,1.709,310.65,0.7142850000000001,0.6111125000000001,37.07971739130435,66.92308461538462,0.6341456097560976,5.0,4.75,1.235,2025,PGA Championship
T28,"Fox, Ryan",-1,2.0,-0.206,0.907,0.421,0.596,1.924,1.709,312.65,0.5892875,0.5972225,37.532326530612245,94.04165,0.5853665853658536,2.75,3.75,1.017,2025,PGA Championship
T28,"Penge, Marco",-1,-2.0,-1.002,0.721,0.55,1.449,2.72,1.709,326.375,0.6607175,0.6805575,37.436654,48.70371111111111,0.4999994736842105,5.25,4.5,1.999,2025,PGA Championship
T33,"Berger, Daniel",0,-3.0,-0.57,-0.204,1.106,1.137,2.038,1.459,306.75,0.7142850000000001,0.6249975,33.56969818181818,56.25001666666667,0.6315784210526316,3.25,2.0,2.242,2025,PGA Championship
T33,"McNealy, Maverick",0,2.0,0.348,-0.044,0.246,0.918,1.12,1.459,311.375,0.607145,0.63889,42.416649019607846,64.25593571428571,0.5999988571428572,2.5,2.5,1.164,2025,PGA Championship
T33,"Greyserman, Max",0,3.0,1.349,0.665,0.755,-1.3,0.119,1.459,310.3982456140351,0.5178575,0.5277775,35.76164186046512,59.557684615384616,0.6734685714285714,2.5,3.75,-0.546,2025,PGA Championship
T33,"Olesen, Thorbjorn",0,-1.0,-0.508,0.437,1.066,0.474,1.976,1.459,307.3,0.6607149999999999,0.63889,40.57092127659575,65.75593571428571,0.4594581081081081,4.0,4.0,1.54,2025,PGA Championship
T37,"Glover, Lucas",1,4.0,-0.358,0.736,0.941,-0.101,1.577,1.209,295.6,0.75,0.5833325,44.45302727272727,81.84524285714286,0.5609765853658536,4.25,4.25,0.841,2025,PGA Championship
T37,"Spaun, J.J.",1,3.0,0.147,-0.431,0.656,0.847,1.072,1.209,305.17499999999995,0.767855,0.5694425,40.09242181818182,49.31943333333332,0.6052636842105263,2.75,3.25,1.502,2025,PGA Championship
T37,"Hisatsune, Ryo",1,3.0,1.292,0.403,-0.15,-0.326,-0.073,1.209,301.775,0.5,0.5138925000000001,39.3159,61.34804117647059,0.6875010416666667,3.0,2.25,-0.476,2025,PGA Championship
T37,"Bland, Richard",1,-1.0,-0.008,0.149,1.405,-0.329,1.226,1.209,284.025,0.7857149999999999,0.597225,36.98030727272727,56.41667,0.64865,3.75,3.5,1.077,2025,PGA Championship
T41,"Fleetwood, Tommy",2,-1.0,-0.807,1.599,0.295,-0.119,1.775,0.959,299.95,0.6785725,0.569445,39.87576545454545,52.805577777777785,0.6410261538461539,3.5,3.5,0.176,2025,PGA Championship
T41,"Cole, Eric",2,2.0,1.024,0.289,0.04,-0.385,-0.056,0.959,301.7,0.6428575,0.55556,44.52287254901961,43.85833,0.6222213333333333,2.5,5.0,-0.345,2025,PGA Championship
T41,"Pavon, Matthieu",2,7.0,0.447,0.358,0.021,0.142,0.521,0.959,302.925,0.6785725,0.4999975,42.16666000000001,70.4394,0.6041658333333334,3.5,4.25,0.163,2025,PGA Championship
T41,"Echavarria, Nico",2,2.0,0.581,-1.483,1.096,0.775,0.388,0.959,300.875,0.6964325,0.6111125,39.16013921568627,40.72434615384616,0.5476166666666666,4.0,4.5,1.871,2025,PGA Championship
T41,"Hojgaard, Nicolai",2,-3.0,0.839,-0.54,1.124,-0.455,0.129,0.959,326.1350877192982,0.392855,0.694445,33.87139565217391,71.70588235294117,0.531251563,6.0,5.0,0.669,2025,PGA Championship
T41,"Thorbjornsen, Michael",2,3.0,0.054,-0.478,0.328,1.064,0.915,0.959,319.7,0.607145,0.583335,34.808318,55.97918333333333,0.5333335555555556,4.0,3.5,1.393,2025,PGA Championship
T47,"McIlroy, Rory",3,1.0,0.075,0.94,-0.549,0.254,0.643,0.709,324.7701754385965,0.464285,0.5138875,39.71367179,64.76981428571428,0.639998,3.25,3.75,-0.296,2025,PGA Championship
T47,"MacIntyre, Robert",3,5.0,0.127,0.006,0.283,0.302,0.592,0.709,302.2,0.6071425,0.6388875,37.38704444444444,53.66666875,0.5833327777777777,3.0,3.75,0.585,2025,PGA Championship
T47,"Young, Cameron",3,3.0,0.103,0.208,-0.211,0.619,0.615,0.709,317.475,0.4821425,0.569445,41.79834,80.5536,0.5238104761904762,5.25,3.75,0.407,2025,PGA Championship
T50,"Clark, Wyndham",4,3.0,-0.662,0.813,-0.173,0.49,1.13,0.459,320.15,0.5714275,0.51389,40.02482765957447,63.862711764705885,0.59091,2.75,5.75,0.317,2025,PGA Championship
T50,"Morikawa, Collin",4,1.0,0.406,0.971,-0.552,-0.357,0.062,0.459,299.9,0.64286,0.527775,44.05189056603773,57.2628,0.6136340909090909,3.25,4.5,-0.909,2025,PGA Championship
T50,"Bezuidenhout, Christiaan",4,2.0,-0.346,-0.086,1.274,-0.374,0.814,0.459,288.675,0.6428575,0.569445,35.55881568627451,72.15971666666667,0.5121951219512195,3.0,2.75,0.9,2025,PGA Championship
T50,"Yu, Kevin",4,0.0,1.619,-0.334,-0.718,-0.099,-1.151,0.459,310.79999999999995,0.5,0.48611,34.95486041666666,78.07843529411765,0.577778,4.75,4.25,-0.817,2025,PGA Championship
T50,"McKibbin, Tom",4,2.0,0.345,-0.226,0.18,0.169,0.124,0.459,310.125,0.6607175,0.5972225,38.80127884615384,62.36108888888889,0.589744359,1.5,3.75,0.349,2025,PGA Championship
T55,"Kirk, Chris",5,-3.0,-0.39,0.446,0.542,-0.38,0.609,0.209,299.1,0.6428575,0.555555,34.316992156862746,36.88095714285714,0.6153838461538461,3.25,3.75,0.163,2025,PGA Championship
T55,"Kim, Michael",5,0.0,-0.399,1.386,-0.592,-0.177,0.617,0.209,304.025,0.57143,0.5000025,41.31482777777778,72.09261111111111,0.6382987234042553,2.5,3.5,-0.769,2025,PGA Championship
T55,"Campbell, Brian",5,-2.0,1.083,0.479,0.61,-1.954,-0.865,0.209,277.225,0.67857,0.5138875,38.59722222222222,71.75694999999999,0.7428562857142857,4.5,3.25,-1.344,2025,PGA Championship
